##############################################################################
# Ransomware Tracker CSV Feed                                                #
# Generated on 2016-06-30 15:22:58 UTC                                       #
#                                                                            #
# For questions please refer to:                                             #
# https://ransomwaretracker.abuse.ch/feeds/                                  #
##############################################################################
#
# Firstseen (UTC),Threat,Malware,Host,URL,Status,Registrar,IP address(es),ASN(s),Country
"2016-05-21 14:16:25","Distribution Site","Locky","cm.wandashops.com","http://cm.wandashops.com/67h54545y","offline","GODADDY.COM, LLC","85.25.235.209","8972","DE"
"2016-05-21 14:16:20","Distribution Site","Locky","bailamecuba.com","http://bailamecuba.com/h89ghb","offline","SYNERGY WHOLESALE PTY LTD","112.140.176.160","45638","AU"
"2016-05-21 14:16:15","Distribution Site","Locky","btkdevelopment.ru","http://btkdevelopment.ru/erg3g334g","offline","RU-CENTER-RU","79.174.64.15","47385","RU"
"2016-05-21 14:16:11","Distribution Site","Locky","aviainburo.com","http://aviainburo.com/dgfv3g34g","offline","INTERNET INVEST, LTD. DBA IMENA.UA","89.184.73.66","28907","UA"
"2016-05-21 14:16:05","Distribution Site","Locky","btcgroup.lgg.ru","http://btcgroup.lgg.ru/fdb3f34g33","online","R01-RU","79.174.64.211","47385","RU"
"2016-05-21 14:15:58","Distribution Site","Locky","forrestsignsonline.com","http://forrestsignsonline.com/kjg7665df","offline","GODADDY.COM, LLC","192.124.249.10","13335|13335|30148","US"
"2016-05-21 14:15:54","Distribution Site","Locky","beautifulhosting.com.au","http://beautifulhosting.com.au/98gjkbn","offline","Web Address Registration","112.140.178.249","45638","AU"
"2016-05-21 14:15:48","Distribution Site","Locky","modaxxl.ro","http://modaxxl.ro/kjg7665df","offline","ICI - ROTLD","86.104.210.169","25116","RO"
"2016-05-21 14:15:42","Distribution Site","Locky","www.minkssalon.com","http://www.minkssalon.com/rh54hy4h4","offline","WILD WEST DOMAINS, LLC","50.63.66.195","26496","US"
"2016-05-21 14:15:38","Distribution Site","Locky","margohack.za.pl","http://margohack.za.pl/Ff2gssgsg","offline","Consulting Service Sp. z o.o.","193.203.99.113","47303","PL"
"2016-05-21 14:15:35","Distribution Site","Locky","btc4kids.ru","http://btc4kids.ru/fng4htg5hh","online","RU-CENTER-RU","79.174.64.211","47385","RU"
"2016-05-21 14:15:32","Distribution Site","Locky","www.imagewarp.com","http://www.imagewarp.com/vn5h4y45hyh","offline","ONLINENIC, INC.","67.228.0.96","36351","US"
"2016-05-21 14:15:20","Distribution Site","Locky","aquapeel.ru","http://aquapeel.ru/kjg7665df?YDQtbRi=INijIL","offline","RU-CENTER-RU","193.143.77.44","25577|29522|203226","PL"
"2016-05-21 14:15:14","Distribution Site","Locky","allergymachine.com","http://allergymachine.com/437gfinw2?bjVGWCyVl=LJjcnKtJPn","offline","DREAMHOST, LLC","","26347",""
"2016-05-21 14:15:10","Distribution Site","Locky","justicemandate.org","http://justicemandate.org/437gfinw2?ujQjqRUAHV=RXMxUsYh","offline","GoDaddy.com, LLC","110.232.140.133","45638","AU"
"2016-05-21 14:05:58","Distribution Site","Locky","dubaifridays.com","http://dubaifridays.com/437gfinw2?NzGQTrl=AJQIIksfc","offline","GODADDY.COM, LLC","104.28.4.16|104.28.4.16|104.28.5.16","13335|13335|12876|12876|12876","US|US"
"2016-05-21 14:04:32","Distribution Site","Locky","blog.rotapost.ru","http://blog.rotapost.ru/kjg7665df","offline","RU-CENTER-RU","88.214.242.46","46636","GB"
"2016-05-21 13:24:52","C2","Locky","149.154.159.179","http://149.154.159.179/userinfo.php","offline","","149.154.159.179","29066","DE"
"2016-05-21 13:24:24","C2","Locky","95.46.114.80","http://95.46.114.80/userinfo.php","offline","","95.46.114.80","48666","CZ"
"2016-05-21 13:02:31","C2","Locky","37.235.53.210","http://37.235.53.210/userinfo.php","offline","","37.235.53.210","39020","ES"
"2016-05-21 13:01:17","Distribution Site","Locky","4k18.com","http://4k18.com/klavnaas","offline","ENOM, INC.","162.255.119.249","63068|22612","US"
"2016-05-21 13:01:06","Distribution Site","Locky","atlantaelectronics.co.id","http://atlantaelectronics.co.id/jblopb","offline","","199.241.184.10","31863","US"
"2016-05-21 12:57:30","Distribution Site","Locky","drunkenboyz.za.pl","http://drunkenboyz.za.pl/jhnlvqe","offline","Consulting Service Sp. z o.o.","193.203.99.112","47303","PL"
"2016-05-21 12:36:21","Distribution Site","Locky","oftal.nichost.ru","http://oftal.nichost.ru/35m2o","offline","RU-CENTER-RU","195.208.1.103","25535","RU"
"2016-05-21 12:36:10","Distribution Site","Locky","dreamfleet.ru","http://dreamfleet.ru/0a0vvk","offline","RU-CENTER-RU","90.156.201.15|90.156.201.15|90.156.201.18|90.156.201.43|90.156.201.55","25532|25532|25532|25532","RU|RU|RU|RU"
"2016-05-21 12:35:58","Distribution Site","Locky","iflowershop.ru","http://iflowershop.ru/b71ki00","offline","REGISTRATOR-RU","90.156.201.42|90.156.201.42|90.156.201.53|90.156.201.73|90.156.201.85","25532|25532|25532|25532","RU|RU|RU|RU"
"2016-05-21 12:35:54","Distribution Site","Locky","kraskileto.ru","http://kraskileto.ru/2bu58w8","offline","REGRU-RU","192.185.21.133","20013","US"
"2016-05-21 12:35:41","Distribution Site","Locky","enexp.ru","http://enexp.ru/vk2msu0f","offline","R01-RU","81.177.135.62","8342","RU"
"2016-05-21 12:35:31","Distribution Site","Locky","brokenheadaviaries.com.au","http://brokenheadaviaries.com.au/o35yq","offline","PlanetDomain","104.18.52.145|104.18.52.145|104.18.53.145","13335|13335","US|US"
"2016-05-21 12:35:26","Distribution Site","Locky","blackdildo.net","http://blackdildo.net/m3g0t0ds","offline","ENOM, INC.","50.31.160.94","23352","US"
"2016-05-21 12:35:09","Distribution Site","Locky","belautolux.ru","http://belautolux.ru/e7xzxs0","offline","RU-CENTER-RU","176.9.106.35","24940","DE"
"2016-05-21 12:35:04","Distribution Site","Locky","bk01.ru","http://bk01.ru/mle7xw","offline","RU-CENTER-RU","95.181.171.67","24940|24940|50214","RU"
"2016-05-21 12:34:50","Distribution Site","Locky","capitolcollectibles.com","http://capitolcollectibles.com/j2zngW.exe","offline","GODADDY.COM, LLC","198.177.118.147","46506","US"
"2016-05-21 12:34:46","Distribution Site","Locky","a1.bbk.name","http://a1.bbk.name/sekb5","offline","REGISTRAR OF DOMAIN NAMES REG.RU LLC","185.93.108.17","44128","RU"
"2016-05-21 12:34:30","Distribution Site","Locky","president-school-online.ru","http://president-school-online.ru/9l06z2y","offline","R01-RU","217.107.34.3","8342","RU"
"2016-05-21 12:34:24","Distribution Site","Locky","ecocoolers.ru","http://ecocoolers.ru/y1sy53","offline","REGISTRATOR-RU","90.156.201.107|90.156.201.107|90.156.201.111|90.156.201.112|90.156.201.65","25532|25532|25532|25532","RU|RU|RU|RU"
"2016-05-21 12:34:08","Distribution Site","Locky","btservis.ru","http://btservis.ru/apgl0o","offline","RU-CENTER-RU","37.228.94.130","48347","RU"
"2016-05-21 12:34:04","Distribution Site","Locky","forlifepatios.com.au","http://forlifepatios.com.au/tutaci","offline","Web Address Registration","112.140.176.160","45638","AU"
"2016-05-21 12:33:39","Distribution Site","Locky","tvs24m.ru","http://tvs24m.ru/cvcph","offline","REGISTRATOR-RU","90.156.201.104|90.156.201.104|90.156.201.19|90.156.201.36|90.156.201.46","25532|25532|25532|25532","RU|RU|RU|RU"
"2016-05-20 18:32:18","C2","Locky","acbstypdrijslr.ru","http://acbstypdrijslr.ru/userinfo.php","offline","NAUNET-RU","31.41.44.21","56577","RU"
"2016-05-20 15:40:18","Distribution Site","Locky","bundooraaccounting.com","http://bundooraaccounting.com/avq2hvnas","offline","SYNERGY WHOLESALE PTY LTD","","45638",""
"2016-05-20 15:40:08","Distribution Site","Locky","bobbysinghwpg.com","http://bobbysinghwpg.com/bo80g9fv","offline","GODADDY.COM, LLC","192.186.246.98","26496","US"
"2016-05-20 15:39:49","Distribution Site","Locky","currimbhoys.com","http://currimbhoys.com/glv9lfvob","offline","NETWORK SOLUTIONS, LLC.","74.208.164.194","8560","US"
"2016-05-20 15:39:40","Distribution Site","Locky","bilgoray.com","http://bilgoray.com/lmllmnanb","offline","GODADDY.COM, LLC","216.120.252.191","3356","US"
"2016-05-20 15:39:27","Distribution Site","Locky","www.flamingo-shop.eu","http://www.flamingo-shop.eu/llllgf6","offline","Vautron Rechenzentrum AG","77.75.254.217","34432","DE"
"2016-05-20 15:39:15","Distribution Site","Locky","emilychoy.com","http://emilychoy.com/ho0hn0ij","offline","LAUNCHPAD.COM, INC.","50.87.147.144","46606","US"
"2016-05-20 15:38:57","Distribution Site","Locky","cameramartusa.info","http://cameramartusa.info/s6zxucvk","offline","GoDaddy.com, LLC","107.180.24.238","26496","US"
"2016-05-20 15:38:52","Distribution Site","Locky","ayahstar.net.au","http://ayahstar.net.au/d65xbn","offline","Synergy Wholesale Pty Ltd","","45638",""
"2016-05-20 15:38:37","Distribution Site","Locky","euro-support.be","http://euro-support.be/nob89ygujvh","offline","Combell nv","176.62.167.160","34762","BE"
"2016-05-20 14:29:48","Distribution Site","TorrentLocker","gettingmarried.ie","http://gettingmarried.ie/1.exe","offline","","91.82.85.211","12301","HU"
"2016-05-20 14:29:34","Distribution Site","TorrentLocker","linguistlounge.org","http://linguistlounge.org/1.exe","offline","eNom, Inc.","89.145.89.1","29017","GB"
"2016-05-20 12:02:29","C2","Locky","178.63.238.185","http://178.63.238.185/userinfo.php","offline","","178.63.238.185","24940","DE"
"2016-05-20 11:19:35","Distribution Site","Locky","immoclic.o2switch.net","http://immoclic.o2switch.net/ugivc56sx","offline","ONLINE SAS","","50474",""
"2016-05-20 11:03:31","Distribution Site","Locky","privatfunkagentur.taunus-media-online.de","http://privatfunkagentur.taunus-media-online.de/fdbr43g43g","offline","","217.175.246.77","12312","DE"
"2016-05-20 11:03:29","Distribution Site","Locky","cartomak.de","http://cartomak.de/78kj65h4g4","offline","","78.46.155.187","24940","DE"
"2016-05-20 11:03:28","Distribution Site","Locky","staffsolut.nichost.ru","http://staffsolut.nichost.ru/grh5444tg?nLSzrogs=YKmnTyaWP","offline","RU-CENTER-RU","195.208.1.146","25535","RU"
"2016-05-20 11:03:26","Distribution Site","Locky","badaxx.za.pl","http://badaxx.za.pl/jvcnzv","offline","Consulting Service Sp. z o.o.","193.203.99.112","47303","PL"
"2016-05-20 11:03:25","Distribution Site","Locky","mojeweselicho.za.pl","http://mojeweselicho.za.pl/jalsvnav","offline","Consulting Service Sp. z o.o.","193.203.99.113","47303","PL"
"2016-05-20 11:03:23","Distribution Site","Locky","posciele.za.pl","http://posciele.za.pl/jalfnag","offline","Consulting Service Sp. z o.o.","193.203.99.113","47303","PL"
"2016-05-20 11:03:22","Distribution Site","Locky","tzr.grejt.pl","http://tzr.grejt.pl/fqljasnvav","offline","Consulting Service Sp. z o.o.","193.203.99.114","47303","PL"
"2016-05-20 11:03:20","Distribution Site","Locky","imetinyang.za.pl","http://imetinyang.za.pl/bakvbqe2","offline","Consulting Service Sp. z o.o.","193.203.99.111","47303","PL"
"2016-05-20 11:03:18","Distribution Site","Locky","toplista.xonx.pl","http://toplista.xonx.pl/hafmav","offline","Consulting Service Sp. z o.o.","193.203.99.114","47303","PL"
"2016-05-20 11:02:56","Distribution Site","Locky","perspektywa2012.za.pl","http://perspektywa2012.za.pl/aaas2e3","offline","Consulting Service Sp. z o.o.","193.203.99.113","47303","PL"
"2016-05-20 10:26:49","Distribution Site","Locky","dugoutdad.com","http://dugoutdad.com/0ygubbvvm","offline","GODADDY.COM, LLC","192.254.233.103","46606","US"
"2016-05-20 10:26:44","Distribution Site","Locky","babamal.com","http://babamal.com/av2qavqwv","offline","GODADDY.COM, LLC","50.87.151.213","46606","US"
"2016-05-20 10:26:27","Distribution Site","Locky","forshawssalads.co.uk","http://forshawssalads.co.uk/af1fcqav","offline","123-Reg Limited t/a 123-reg","85.118.237.109","30933","GB"
"2016-05-20 10:26:22","Distribution Site","Locky","craftbeerventures.nl","http://craftbeerventures.nl/hgyf46sx","offline","E-nom Inc","79.170.89.196","35470","NL"
"2016-05-20 10:26:01","Distribution Site","Locky","dev.hartis.org","http://dev.hartis.org/asvfqh2vn","offline","Name.com, LLC","212.1.214.102","47583","US"
"2016-05-20 10:05:57","C2","Locky","138.201.118.102","http://138.201.118.102/userinfo.php","offline","","138.201.118.102","24940","DE"
"2016-05-20 09:49:10","C2","Locky","51.254.240.89","http://51.254.240.89/userinfo.php","offline","","51.254.240.89","16276","FR"
"2016-05-20 08:44:44","C2","Locky","91.219.29.106","http://91.219.29.106/userinfo.php","offline","","91.219.29.106","3254","UA"
"2016-05-20 07:38:40","C2","Locky","bkdjvmmkwgkvgw.su","http://bkdjvmmkwgkvgw.su/userinfo.php","offline","NAUNET-REG-FID","91.219.31.14","199427","UA"
"2016-05-20 05:25:14","Distribution Site","Locky","bpspl.co.in","http://bpspl.co.in/gfbr43g3ga","offline","Webiq Domains Solutions Pvt. Ltd. (R131-AFIN)","144.76.114.198","24940","DE"
"2016-05-19 21:09:59","C2","Locky","hppfsslyeyseudg.biz","http://hppfsslyeyseudg.biz/userinfo.php","offline","BIZCN.COM, INC.","51.254.240.89","16276","FR"
